"imei","captured_at","lat","lng","speed","heading","altitude","satellites","ignition","io","device_type","hdop","pdop","direction","odometer","x_axis","y_axis","z_axis","distance_delta","signal"
"350317172709754","2026-05-16 14:16:24+00","26.9230383","75.6972233","21",,"385","8","1",,,"0",,"12","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:25+00","26.923145","75.6972483","22",,"384","8","1",,,"0",,"13","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:27+00","26.9232016","75.6972516","23",,"383","8","1",,,"0",,"8","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:40+00","26.9184166","75.7020716","18",,"434","22","1",,,"0",,"190","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:41+00","26.9183733","75.7020599","16",,"434","21","1",,,"0",,"192","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:43+00","26.9182983","75.7020483","13",,"433","20","1",,,"0",,"188","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:44+00","26.91826","75.7020416","15",,"433","22","1",,,"0",,"190","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:46+00","26.91817","75.7020283","15",,"433","22","1",,,"0",,"183","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:47+00","26.9181333","75.7020216","13",,"433","21","1",,,"0",,"191","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:48+00","26.9181016","75.7020116","12",,"432","22","1",,,"0",,"195","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:50+00","26.9180333","75.7020033","12",,"432","22","1",,,"0",,"179","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:51+00","26.9180033","75.7019983","11",,"432","22","1",,,"0",,"191","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:51.01+00","26.9180033","75.7019983","11",,"432","22","1",,,"0",,"191","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:52+00","26.9179783","75.7019866","9",,"430","22","1",,,"0",,"201","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:53+00","26.9179783","75.7019866","9",,"430","22","1",,,"0",,"201","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:54+00","26.9179216","75.7019766","12",,"430","22","1",,,"0",,"182","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:56+00","26.9178533","75.70198","12",,"430","22","1",,,"0",,"184","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:57+00","26.9178199","75.7019749","12",,"430","22","1",,,"0",,"194","0",,,,"0","0"
"350317172709754","2026-05-16 15:06:58+00","26.9177883","75.7019666","13",,"430","22","1",,,"0",,"196","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:00+00","26.9177533","75.7019566","15",,"429","22","1",,,"0",,"192","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:01+00","26.9176766","75.7019483","15",,"429","22","1",,,"0",,"185","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:03+00","26.9175866","75.7019333","19",,"430","22","1",,,"0",,"191","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:04+00","26.9175383","75.7019216","18",,"430","22","1",,,"0",,"190","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:05+00","26.91749","75.701915","18",,"430","22","1",,,"0",,"185","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:07+00","26.9173933","75.701895","17",,"429","22","1",,,"0",,"194","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:08+00","26.9173433","75.7018816","19",,"429","22","1",,,"0",,"192","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:10+00","26.91724","75.7018633","19",,"429","22","1",,,"0",,"187","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:11+00","26.9171866","75.7018549","20",,"429","22","1",,,"0",,"185","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:12+00","26.9171333","75.7018516","19",,"429","22","1",,,"0",,"182","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:13+00","26.91708","75.7018566","16",,"429","22","1",,,"0",,"169","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:14+00","26.9170366","75.7018716","14",,"429","21","1",,,"0",,"157","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:15+00","26.91701","75.7018899","13",,"429","21","1",,,"0",,"139","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:16+00","26.9169916","75.7019166","10",,"429","21","1",,,"0",,"130","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:17+00","26.9169783","75.7019433","8",,"429","22","1",,,"0",,"114","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:18+00","26.9169683","75.7019766","11",,"429","22","1",,,"0",,"98","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:19+00","26.916965","75.7020199","14",,"430","22","1",,,"0",,"87","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:20+00","26.916965","75.7020683","17",,"430","22","1",,,"0",,"88","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:22+00","26.9169583","75.702195","20",,"431","22","1",,,"0",,"88","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:23+00","26.9169616","75.7022549","22",,"431","22","1",,,"0",,"88","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:24+00","26.9169666","75.702315","22",,"430","22","1",,,"0",,"85","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:26+00","26.9169766","75.7023816","23",,"430","22","1",,,"0",,"85","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:27+00","26.9169783","75.70252","24",,"431","22","1",,,"0",,"93","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:28+00","26.9169716","75.7025916","25",,"431","22","1",,,"0",,"97","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:30+00","26.9169616","75.7027316","25",,"430","22","1",,,"0",,"91","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:31+00","26.9169616","75.7028133","27",,"430","21","1",,,"0",,"87","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:33+00","26.9169733","75.7029783","28",,"430","22","1",,,"0",,"85","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:34+00","26.9169783","75.7030599","29",,"430","22","1",,,"0",,"86","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:36+00","26.9169766","75.7032283","30",,"430","22","1",,,"0",,"90","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:38+00","26.9169766","75.7033966","30",,"430","22","1",,,"0",,"89","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:40+00","26.9169766","75.7035683","28",,"431","22","1",,,"0",,"89","0",,,,"0","0"
"350317172709754","2026-05-16 15:07:41+00","26.9169833","75.7036483","27",,"430","22","1",,,"0",,"83","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:42+00","26.9152599","75.7294","16",,"434","22","1",,,"0",,"75","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:44+00","26.9152733","75.7294766","11",,"434","22","1",,,"0",,"81","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:45+00","26.915275","75.729505","8",,"434","22","1",,,"0",,"79","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:50+00","26.9152783","75.7295733","0",,"434","22","1",,,"0",,"84","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:52+00","26.9152799","75.729595","7",,"434","22","1",,,"0",,"84","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:54+00","26.9152783","75.7296533","11",,"435","22","1",,,"0",,"90","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:56+00","26.915275","75.7297216","14",,"435","21","1",,,"0",,"91","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:57+00","26.915275","75.7297633","15",,"435","17","1",,,"0",,"89","0",,,,"0","0"
"350317172709754","2026-05-16 15:13:58+00","26.915265","75.7298033","15",,"435","17","1",,,"0",,"98","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:00+00","26.9152366","75.7298683","12",,"435","12","1",,,"0",,"107","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:01+00","26.9152599","75.7299166","5",,"435","13","1",,,"0",,"89","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:05+00","26.915295","75.73003","9",,"439","17","1",,,"0",,"70","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:07+00","26.9152833","75.73006","14",,"440","18","1",,,"0",,"76","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:08+00","26.9152966","75.730095","16",,"438","19","1",,,"0",,"72","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:10+00","26.9153016","75.7301883","22",,"436","19","1",,,"0",,"85","0",,,,"0","0"
"350317172709754","2026-05-16 15:14:11+00","26.9152816","75.73024","25",,"435","19","1",,,"0",,"91","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:28+00","26.9232516","75.697255","22",,"382","7","1",,,"0",,"6","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:29+00","26.9233849","75.69728","24",,"380","8","1",,,"0",,"8","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:31+00","26.92345","75.69729","25",,"380","8","1",,,"0",,"8","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:32+00","26.9235899","75.69731","27",,"378","8","1",,,"0",,"8","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:34+00","26.92368","75.6973149","29",,"378","8","1",,,"0",,"9","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:35+00","26.9237583","75.6973316","30",,"377","8","1",,,"0",,"12","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:36+00","26.9239033","75.6973616","30",,"376","8","1",,,"0",,"9","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:38+00","26.9239783","75.6973733","30",,"375","9","1",,,"0",,"7","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:39+00","26.9240433","75.6973883","28",,"374","9","1",,,"0",,"10","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:40+00","26.924225","75.6974233","25",,"373","10","1",,,"0",,"8","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:42+00","26.9242933","75.6974366","23",,"373","10","1",,,"0",,"9","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:43+00","26.9243349","75.6974666","19",,"373","9","1",,,"0",,"15","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:44+00","26.9244416","75.6974833","14",,"372","9","1",,,"0",,"13","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:46+00","26.92448","75.6974866","12",,"371","9","1",,,"0",,"13","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:46.01+00","26.9244983","75.6974933","7",,"371","9","1",,,"0",,"23","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:47+00","26.9245166","75.697505","7",,"370","9","1",,,"0",,"32","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:48+00","26.9245733","75.6975433","10",,"371","9","1",,,"0",,"58","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:49+00","26.9245733","75.6975433","10",,"371","9","1",,,"0",,"58","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:49.01+00","26.9245833","75.697575","12",,"371","9","1",,,"0",,"73","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:50+00","26.9245833","75.697575","12",,"371","9","1",,,"0",,"73","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:51+00","26.9246016","75.6976583","14",,"370","10","1",,,"0",,"86","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:51.01+00","26.9246016","75.6976583","14",,"370","10","1",,,"0",,"86","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:53+00","26.9246049","75.6977","15",,"370","9","1",,,"0",,"86","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:54+00","26.9245983","75.69774","16",,"370","10","1",,,"0",,"91","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:55+00","26.9245866","75.6978316","18",,"369","10","1",,,"0",,"89","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:57+00","26.9245933","75.6978783","18",,"369","10","1",,,"0",,"91","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:58+00","26.9245916","75.6979266","16",,"369","10","1",,,"0",,"102","0",,,,"0","0"
"350317172709754","2026-05-16 14:16:59+00","26.9244549","75.6979899","15",,"373","10","1",,,"0",,"112","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:00+00","26.9244283","75.6980033","14",,"374","10","1",,,"0",,"123","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:00.01+00","26.92441","75.6980183","13",,"376","10","1",,,"0",,"131","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:02+00","26.9243866","75.6980433","13",,"376","10","1",,,"0",,"150","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:03+00","26.9243616","75.6980583","12",,"376","10","1",,,"0",,"163","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:04+00","26.9243416","75.6980633","11",,"376","10","1",,,"0",,"183","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:05+00","26.9243116","75.69806","12",,"376","10","1",,,"0",,"186","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:06+00","26.92428","75.698055","12",,"376","10","1",,,"0",,"192","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:07+00","26.924255","75.69805","11",,"376","10","1",,,"0",,"195","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:12+00","26.9242","75.6980433","0",,"374","8","1",,,"0",,"195","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:17+00","26.9240983","75.6980116","0",,"374","9","1",,,"0",,"195","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:22+00","26.9241183","75.6980166","0",,"373","10","1",,,"0",,"195","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:27+00","26.9241333","75.6980283","0",,"369","11","1",,,"0",,"199","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:29+00","26.92413","75.6980233","5",,"369","11","1",,,"0",,"290","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:31+00","26.9241233","75.6979633","8",,"367","12","1",,,"0",,"299","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:32+00","26.92413","75.6979483","8",,"367","12","1",,,"0",,"309","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:37+00","26.9241033","75.6979233","0",,"365","13","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:42+00","26.9241033","75.6979233","0",,"365","12","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:47+00","26.9241033","75.6979233","0",,"365","11","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:52+00","26.9241033","75.6979233","0",,"365","11","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:17:57+00","26.9241033","75.6979233","0",,"365","10","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:02+00","26.9241033","75.6979233","0",,"365","12","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:08+00","26.9241033","75.6979233","0",,"365","11","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:13+00","26.9241033","75.6979233","0",,"365","13","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:18+00","26.9241033","75.6979233","0",,"365","13","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:23+00","26.9241033","75.6979233","0",,"365","13","1",,,"0",,"325","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:26+00","26.924095","75.6978649","5",,"365","14","1",,,"0",,"321","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:28+00","26.92411","75.69786","6",,"365","13","1",,,"0",,"351","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:28.01+00","26.9241449","75.697835","12",,"365","13","1",,,"0",,"355","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:30+00","26.924215","75.6978583","14",,"365","13","1",,,"0",,"14","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:31+00","26.9242366","75.6978766","13",,"365","15","1",,,"0",,"26","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:31.01+00","26.9242366","75.6978766","13",,"365","15","1",,,"0",,"26","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:32+00","26.9242616","75.6979","13",,"366","14","1",,,"0",,"37","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:33+00","26.9242766","75.697925","10",,"366","15","1",,,"0",,"55","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:34+00","26.9242916","75.6979483","11",,"366","15","1",,,"0",,"52","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:35+00","26.9243216","75.6979633","13",,"367","15","1",,,"0",,"39","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:35.01+00","26.9243216","75.6979633","13",,"367","15","1",,,"0",,"39","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:37+00","26.924365","75.698","6",,"367","15","1",,,"0",,"35","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:38+00","26.924375","75.69803","7",,"368","15","1",,,"0",,"70","0",,,,"0","0"
"350317172709754","2026-05-16 14:18:40+00","26.9243833","75.698055","11",,"370","16","1",,,"0",,"76","0",,,,"0","0"
